sid	school_name	display_name	nickname	alias	almanac_name	stubhub_name	cid	division_cid	location	head_coach	off_coord	def_coord	primary_color	alt_color	sec_color	rss_query	domain	domain_title	ncaawiki_url	official_url	active_state	show_poster	school_id	ncaa_catid	checked_out	checked_out_time	published
343	West Texas A&M	West Texas A&M	Buffaloes	westtexasam	West Texas A&M	West Texas A&M	52	0	Canyon, TX												0	0	0	51	0	0000-00-00 00:00:00	1
344	Central Washington	Central Washington	Wildcats	centralwashington	Central Washington	Central Washington	49	0	Ellensburg, WA												0	0	0	51	0	0000-00-00 00:00:00	1
345	Western State	Western State	Mountaineers	westernstate	Western State	Western State	57	0	Gunnison, CO												0	0	0	51	0	0000-00-00 00:00:00	1
353	North Greenville	North Greenville	Crusaders	northgreenville	North Greenville	North Greenville	51	0	Tigerville, SC												0	0	0	51	0	0000-00-00 00:00:00	1
354	Sioux Falls	Sioux Falls	Cougars	siouxfalls	Sioux Falls	Sioux Falls	51	0	Sioux Falls, SD												0	0	0	61	0	0000-00-00 00:00:00	1
355	Montana Tech	Montana Tech	Orediggers	montanatech	Montana Tech	Montana Tech	51	0	Butte, MT												0	0	0	61	0	0000-00-00 00:00:00	1
356	West Virginia Wesleyan	West Virginia Wesleyan	Bobcats	westvirginiawesleyan	West Virginia Wesleyan	West Virginia Wesleyan	60	0	Buckhannon, WV												0	0	0	51	0	0000-00-00 00:00:00	1
357	Wisconsin-Stout	UW-Stout	Blue Devils	wisconsin-stout	Wisconsin-Stout	Wisconsin-Stout	109	0	Menomonie, WI												0	0	0	62	0	0000-00-00 00:00:00	1
358	Miles	Miles	Golden Bears	miles	Miles	Miles	59	0	Fairfield, AL												0	0	0	51	0	0000-00-00 00:00:00	1
359	Union (KY)	Union	Bulldogs	unionky	Union (KY)	Union (KY)	51	NULL	Barbourville, KY												0	0	0	61	0	0000-00-00 00:00:00	1
360	Urbana	Urbana	Blue Knights	urbana	Urbana	Urbana	51	NULL	Urbana, OH												0	0	0	51	0	0000-00-00 00:00:00	1
361	Virginia Commonwealth	VCU	Rams	virginiacommonwealth	Virginia Commonwealth	Virginia Commonwealth	45	NULL	Richmond, VA				000000	EEC900	FFFFFF						0	0	0	70	0	0000-00-00 00:00:00	1
362	Utah Valley	Utah Valley	Wolverines	utahvalley	Utah Valley	Utah Valley	27	NULL	Orem, UT				2B4E36	DDCD69							0	0	0	70	0	0000-00-00 00:00:00	1
363	Texas-San Antonio	UTSA	Road Runners	texassanantonio	UTSA	UTSA	36	NULL	San Antonio, TX				002A5C	F47321							0	0	0	70	0	0000-00-00 00:00:00	1
364	Texas-Pan American	UTPA	Broncs	texaspanamerican	Texas-Pan American	Texas-Pan American	27	NULL	Edinburg, TX				008000	CC5500							0	0	0	70	0	0000-00-00 00:00:00	1
365	Texas-Arlington	UT-Arlington	Mavericks	texasarlington	Texas-Arlington	Texas-Arlington	36	NULL	Arlington, TX				0047B6	E96B10	EAEAEA						0	0	0	70	0	0000-00-00 00:00:00	1
366	Texas A&M-Corpus Christi	Texas A&M-Corpus Christi	Islanders	texasamcorpuschristi	Texas A&M-Corpus Christi	Texas A&M-Corpus Christi	36	NULL	Corpus Christi, TX				0067C5	9EA2A4	007F3E						0	0	0	70	0	0000-00-00 00:00:00	1
367	Lenoir-Rhyne	Lenoir-Rhyne	Bears	lenoir-rhyne	Lenoir-Rhyne	Lenoir-Rhyne	58	NULL	Hickory, NC												0	0	0	51	0	0000-00-00 00:00:00	1
368	Providence	Providence	Friars	providence	Providence	Providence	2	NULL	Providence, RI				000000	FFFFFF	2F4F4F						0	0	0	70	0	0000-00-00 00:00:00	1
369	Seton Hall	Seton Hall	Pirates	setonhall	Seton Hall	Seton Hall	2	NULL	South Orange, NJ				3A5FCD	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
370	St. John's	St. John's	Red Storm	stjohns	St. John's	St. John's	2	NULL	Queens, NY				DC143C	FFFFFF	000000						0	0	0	70	0	0000-00-00 00:00:00	1
371	Marquette	Marquette	Golden Eagles	marquette	Marquette	Marquette	2	NULL	Milwaukee, WI				FFD700	000080							0	0	0	70	0	0000-00-00 00:00:00	1
372	Georgetown	Georgetown	Hoyas	georgetown	Georgetown	Georgetown	2	NULL	Washington, DC				003366	999999							0	0	0	70	0	0000-00-00 00:00:00	1
373	DePaul	DePaul	Blue Demons	depaul	DePaul	DePaul	2	NULL	Chicago, IL				6050DC	E32636	ADD8E6						0	0	0	70	0	0000-00-00 00:00:00	1
374	Denver	Denver	Pioneers	denver	Denver	Denver	10	NULL	Denver, CO				8B0000	996515							0	0	0	70	0	0000-00-00 00:00:00	1
375	American	American	Eagles	american	American	American	44	NULL	Washington, DC				283A90	CD0000							0	0	0	70	0	0000-00-00 00:00:00	1
376	Arkansas-Little Rock	UALR	Trojans	arkansas-littlerock	Arkansas-Little Rock	Arkansas-Little Rock	10	NULL	Little Rock, AR				000000	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
377	Belmont	Belmont	Bruins	belmont	Belmont	Belmont	63	NULL	Nashville, TN				003366	c80000							0	0	0	70	0	0000-00-00 00:00:00	1
378	Binghamton	Binghamton	Bearcats	binghamton	Binghamton	Binghamton	69	NULL	Binghamton, NY				006a4e	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
379	Boston University	Boston University	Terriers	boston	Boston	Boston University	69	NULL	Boston, MA				CC0000	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
380	Bradley	Bradley	Braves	bradley	Bradley	Bradley	66	NULL	Peoria, IL				FF0000	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
381	Cal State Bakersfield	Cal State Bakersfield	Roadrunners	calstatebakersfield	Cal State Bakersfield	Cal State Bakersfield	76	NULL	Bakersfield, CA				3A5FCD	FFD700							0	0	0	70	0	0000-00-00 00:00:00	1
382	Cal State Fullerton	Cal State Fullerton	Titans	calstatefullerton	Cal State Fullerton	Cal State Fullerton	68	NULL	Fullerton, CA				191970	EE2C2C							0	0	0	70	0	0000-00-00 00:00:00	1
383	Cal State Northridge	Cal State Northridge	Matadors	calstatenorthridge	Cal State Northridge	Cal State Northridge	68	NULL	Northridge, CA				000000	FF0000	FFFFFF						0	0	0	70	0	0000-00-00 00:00:00	1
384	UC Irvine	UC Irvine	Anteaters	ucirvine	UC-Irvine	UC Irvine	68	NULL	Irvine, CA				002469	FAE051							0	0	0	70	0	0000-00-00 00:00:00	1
386	UC Riverside	UC Riverside	Highlanders	ucriverside	UC Riverside	UC Riverside	68	NULL	Riverside, CA				0147FA	FFD700	8B4513						0	0	0	70	0	0000-00-00 00:00:00	1
387	UC Santa Barbara	UC Santa Barbara	Gachos	ucsantabarbara	UC Santa Barbara	UC Santa Barbara	68	NULL	Santa Barbara, CA				35586C	FFD700	000080						0	0	0	70	0	0000-00-00 00:00:00	1
388	Canisius	Canisius	Golden Griffins	canisius	Canisius	Canisius	30	NULL	Buffalo, NY				191970	FFD700							0	0	0	70	0	0000-00-00 00:00:00	1
389	Centenary	Centenary	Gents	centenary	Centenary	Centenary	65	NULL	Shreveport, LA				800000	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
390	College of Charleston	College of Charleston	Cougars	collegeofcharleston	College of Charleston	College of Charleston	35	NULL	Charleston, SC				800000	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
391	Chicago State	Chicago State	Cougars	chicagostate	Chicago State	Chicago State	27	NULL	Chicago, IL				00693E	000000							0	0	0	70	0	0000-00-00 00:00:00	1
392	Cleveland State	Cleveland State	Vikings	clevelandstate	Cleveland State	Cleveland State	67	NULL	Cleveland, OH				4F7942	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
393	Coppin State	Coppin State	Eagles	coppinstate	Coppin State	Coppin State	31	NULL	Balitmore, MD				0A1691	CFB53B							0	0	0	70	0	0000-00-00 00:00:00	1
394	Creighton	Creighton	Blue Jays	creighton	Creighton	Creighton	66	NULL	Omaha, NE				002FA7	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
396	Detroit	Detroit	Titans	detroit	Detroit	Detroit	67	NULL	Detroit, MI				D21034	003698							0	0	0	70	0	0000-00-00 00:00:00	1
397	Drexel	Drexel	Dragons	drexel	Drexel	Drexel	45	NULL	Philadelphia, PA				191970	FFDF00							0	0	0	70	0	0000-00-00 00:00:00	1
398	East Tennessee State	East Tennessee State	Buccaneers	easttennesseestate	East Tennessee State	East Tennessee State	63	NULL	Johnson City, TN				000080	CFB53B							0	0	0	70	0	0000-00-00 00:00:00	1
399	Evansville	Evansville	Purple Aces	evansville	Evansville	Evansville	66	NULL	Evansville, IN				800080	FCC200	FFFFFF						0	0	0	70	0	0000-00-00 00:00:00	1
400	Fairfield	Fairfield	Stags	fairfield	Fairfield	Fairfield	30	NULL	Fairfield, CT				C41E3A	FFFFFF	000000						0	0	0	70	0	0000-00-00 00:00:00	1
401	Fairleigh Dickinson	Fairleigh Dickinson	Knights	fairleighdickinson	Fairleigh Dickinson-Teaneck	Fairleigh Dickinson	32	NULL	Teaneck, NJ				6050DC	9F1D35							0	0	0	70	0	0000-00-00 00:00:00	1
402	Florida Gulf Coast	Florida Gulf Coast	Eagles	floridagulfcoast	Florida Gulf Coast	Florida Gulf Coast	63	NULL	Fort Myers, FL				50C878	0047AB							0	0	0	70	0	0000-00-00 00:00:00	1
403	George Mason	George Mason	Patriots	georgemason	George Mason	George Mason	45	NULL	Fairfax, VA				006633	FFCC33							0	0	0	70	0	0000-00-00 00:00:00	1
404	George Washington	George Washington	Colonials	georgewashington	George Washington	George Washington	62	NULL	Washington, DC				00008B	FFD700							0	0	0	70	0	0000-00-00 00:00:00	1
405	Gonzaga	Gonzaga	Bulldogs	gonzaga	Gonzaga	Gonzaga	64	NULL	Spokane, WA				003366	993333	FFFFFF						0	0	0	70	0	0000-00-00 00:00:00	1
406	Hartford	Hartford	Hawks	hartford	Hartford	Hartford	69	NULL	West Hartford, CT				CC0000	000000							0	0	0	70	0	0000-00-00 00:00:00	1
407	High Point	High Point	Panthers	highpoint	High Point	High Point	25	NULL	High Point, NC				6B3FA0	A9A9A9	FFFFFF						0	0	0	70	0	0000-00-00 00:00:00	1
408	Houston Baptist	Houston Baptist	Huskies	houstonbaptist	Houston Baptist	Houston Baptist	76	NULL	Houston, TX				002366	FF7F00							0	0	0	70	0	0000-00-00 00:00:00	1
409	Illinois-Chicago	UIC	Flames	illinoischicago	Illinois-Chicago	Illinois-Chicago	67	NULL	Chicago, IL				4B0082	CE2029							0	0	0	70	0	0000-00-00 00:00:00	1
410	IPFW	IPFW	Mastadons	ipfw	IPFW	IPFW	65	NULL	Fort Wayne, IN				0070FF	FFFFFF	000000						0	0	0	70	0	0000-00-00 00:00:00	1
411	IUPUI	IUPUI	Jaguars	iupui	IUPUI	IUPUI	65	NULL	Indianapolis, IN				7D110C	AF906A							0	0	0	70	0	0000-00-00 00:00:00	1
412	Kennesaw State	Kennesaw State	Owls	kennesawstate	Kennesaw State	Kennesaw State	63	NULL	Kennesaw, GA				000000	FFD700							0	0	0	70	0	0000-00-00 00:00:00	1
413	Lipscomb	Lipscomb	Bisons	lipscomb	Lipscomb	Lipscomb	63	NULL	Nashville, TN				800080	FFD700							0	0	0	70	0	0000-00-00 00:00:00	1
414	Long Beach State	Long Beach State	49ers	longbeachstate	Long Beach State	Long Beach State	68	NULL	Long Beach, CA												0	0	0	70	0	0000-00-00 00:00:00	1
415	Long Island	Long Island	Blackbirds	longisland	Long Island	Long Island	32	NULL	Long Island, NY				000000	C0C0C0							0	0	0	70	0	0000-00-00 00:00:00	1
416	Longwood	Longwood	Lancers	longwood	Longwood	Longwood	76	NULL	Longwood, VA				132456	696969							0	0	0	70	0	0000-00-00 00:00:00	1
417	Loyola Marymount	Loyola Marymount	Lions	loyolamarymount	Loyola Marymount	Loyola Marymount	64	NULL	Los Angeles, CA				191970	DC143C							0	0	0	70	0	0000-00-00 00:00:00	1
418	Loyola Chicago	Loyola Chicago	Ramblers	loyolachicago	Loyola Chicago	Loyola Chicago	67	NULL	Chicago, IL				A30046	EEB211							0	0	0	70	0	0000-00-00 00:00:00	1
419	Loyola (MD)	Loyola (MD)	Greyhounds	loyolamaryland	Loyola (MD)	Loyola (MD)	30	NULL	Balitmore, MD				4F7942	D3D3D3							0	0	0	70	0	0000-00-00 00:00:00	1
420	Manhattan	Manhattan	Jaspers	manhattan	Manhattan	Manhattan	30	NULL	Manhattan, NY				00693E	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
421	Maryland-Baltimore County	UMBC	Retrievers	marylandbaltimorecounty	Maryland-Baltimore County	Maryland-Baltimore County	69	NULL	Balitmore, MD				000000	EEC900							0	0	0	70	0	0000-00-00 00:00:00	1
422	Maryland-Eastern Shore	UMES	Hawks	marylandeasternshore	Maryland-Eastern Shore	Maryland-Eastern Shore	31	NULL	Princess Anne, MD				800000	A9A9A9							0	0	0	70	0	0000-00-00 00:00:00	1
423	Mercer	Mercer	Bears	mercer	Mercer	Mercer	63	NULL	Macon, GA				FF6600	000000							0	0	0	70	0	0000-00-00 00:00:00	1
424	Missouri-Kansas City	UMKC	Kangaroos	missourikansascity	Missouri-Kansas City	Missouri-Kansas City	65	NULL	Kansas City, Missouri				0066CC	FFCC00							0	0	0	70	0	0000-00-00 00:00:00	1
425	Mount St. Mary's	Mount St. Mary's	Mountaineers	mountstmarys	Mount St. Mary's	Mount St. Mary's	32	NULL	Emmitsburg, MD				0047AB	B8860B							0	0	0	70	0	0000-00-00 00:00:00	1
426	Dallas Baptist	Dallas Baptist	Patriots	dallasbaptist	Dallas Baptist	Dallas Baptist	76	NULL	Dallas, TX				000080	DC143C							0	0	0	51	0	0000-00-00 00:00:00	1
427	NJIT	NJIT	Highlanders	njit	NJIT	NJIT	27	NULL	Newark, NJ				E32636	000080	FFFFFF						0	0	0	70	0	0000-00-00 00:00:00	1
428	New Orleans	New Orleans	Privateers	neworleans	New Orleans	New Orleans	10	NULL	New Orleans, LA				001B96	C0C0C0							0	0	0	70	0	0000-00-00 00:00:00	1
429	Niagara	Niagara	Purple Eagles	niagara	Niagara	Niagara	30	NULL	Niagara University, NY				6B3FA0	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
430	UNC-Asheville	UNC-Asheville	Bulldogs	uncasheville	UNC-Asheville	UNC-Asheville	25	NULL	Asheville, NC				007FFF	DCDCDC	A3A3A3						0	0	0	70	0	0000-00-00 00:00:00	1
431	Charlotte	Charlotte	49ers	charlotte	Charlotte	Charlotte	62	NULL	Charlotte, NC				006633	999933							0	0	0	70	0	0000-00-00 00:00:00	1
432	UNC-Greensboro	UNC-Greensboro	Spartans	uncgreensboro	UNC-Greensboro	UNC-Greensboro	35	NULL	Greensboro, NC				000080	FFEC8B	FFFFFF						0	0	0	70	0	0000-00-00 00:00:00	1
433	UNC-Wilmington	UNC-Wilmington	Seahawks	uncwilmington	UNC-Wilmington	UNC-Wilmington	45	NULL	Wilmington, NC				008080	FEFF80	000080						0	0	0	70	0	0000-00-00 00:00:00	1
434	North Florida	North Florida	Ospreys	northflorida	North Florida	North Florida	63	NULL	Jacksonville, FL				000080	FF3333							0	0	0	70	0	0000-00-00 00:00:00	1
436	Oakland	Oakland	Grizzlies	oakland	Oakland	Oakland	65	NULL	Rochester, MI				000000	996515							0	0	0	70	0	0000-00-00 00:00:00	1
437	Oral Roberts	Oral Roberts	Golden Eagles	oralroberts	Oral Roberts	Oral Roberts	65	NULL	Tulsa, OK				000080	C5B358							0	0	0	70	0	0000-00-00 00:00:00	1
438	Pacific	Pacific	Tigers	pacific	Pacific	Pacific	68	NULL	Stockton, CA				FF8C00	000000							0	0	0	70	0	0000-00-00 00:00:00	1
439	Pepperdine	Pepperdine	Wave	pepperdine	Pepperdine	Pepperdine	64	NULL	Malibu, CA				FF6103	1874CD							0	0	0	70	0	0000-00-00 00:00:00	1
440	Portland	Portland	Pilots	portland	Portland	Portland	64	NULL	Portland, OR				25205E	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
441	Quinnipiac	Quinnipiac	Bobcats	quinnipiac	Quinnipiac	Quinnipiac	32	NULL	Hamden, CT				000080	D4AF37							0	0	0	70	0	0000-00-00 00:00:00	1
442	Radford	Radford	Highlanders	radford	Radford	Radford	25	NULL	Radford, VA				ED1C24	000000							0	0	0	70	0	0000-00-00 00:00:00	1
443	Rider	Rider	Broncs	rider	Rider	Rider	30	NULL	Lawrenceville, NJ				B31B1B	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
444	San Francisco	San Francisco	Dons	sanfrancisco	San Francisco	San Francisco	64	NULL	San Francisco, CA				004123	EEC900							0	0	0	70	0	0000-00-00 00:00:00	1
445	Santa Clara	Santa Clara	Broncos	santaclara	Santa Clara	Santa Clara	64	NULL	Santa Clara, CA				93191B	666666							0	0	0	70	0	0000-00-00 00:00:00	1
446	Seattle University	Seattle University	Redhawks	seattle	Seattle University	Seattle University	76	NULL	Seattle, WA				A42822	252525							0	0	0	70	0	0000-00-00 00:00:00	1
447	Siena	Siena	Saints	siena	Siena	Siena	30	NULL	Loudonville, NY				008000	EEC900							0	0	0	70	0	0000-00-00 00:00:00	1
448	USC-Upstate	USC-Upstate	Spartans	uscupstate	USC-Upstate	USC-Upstate	63	NULL	Spartanburg, SC				006400	FFFFFF	000000						0	0	0	70	0	0000-00-00 00:00:00	1
449	SIU-Edwardsville	SIU-Edwardsville	Cougars	siuedwardsville	SIU-Edwardsville	SIU-Edwardsville	76	NULL	Edwardsville, IL				FF0000	000000	603311						0	0	0	70	0	0000-00-00 00:00:00	1
450	St. Bonaventure	St. Bonaventure	Bonnies	stbonaventure	St. Bonaventure	St. Bonaventure	62	NULL	Olean, NY				802A2A	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
451	St. Francis (NY)	St. Francis (NY)	Terriers	stfrancisny	St. Francis (NY)	St. Francis (NY)	32	NULL	Brooklyn Heights, NY				CE2029	00008B							0	0	0	70	0	0000-00-00 00:00:00	1
452	Saint Joseph's	Saint Joseph's	Hawks	saintjosephs	Saint Joseph's	Saint Joseph's	62	NULL	Philadelphia, PA				A00000	A8A8A8							0	0	0	70	0	0000-00-00 00:00:00	1
453	Saint Louis	Saint Louis	Billikens	saintlouis	Saint Louis	Saint Louis	62	NULL	St. Louis, MO				283A90	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
454	Saint Mary's	Saint Mary's	Gaels	saintmarys	Saint Mary's	Saint Mary's	64	NULL	Moraga, CA				191970	EE0000	FFFFFF						0	0	0	70	0	0000-00-00 00:00:00	1
455	Saint Peter's	Saint Peter's	Peacocks	saintpeters	Saint Peter's	Saint Peter's	30	NULL	Jersey City, NJ				1D7CF2	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
456	Stetson	Stetson	Hatters	stetson	Stetson	Stetson	63	NULL	Deland, FL				34925E	FFFFFF							0	0	0	70	0	0000-00-00 00:00:00	1
460	Vermont	Vermont	Catamounts	vermont	Vermont	Vermont	69	NULL	Burlington, VT				389441	daae37							0	0	0	70	0	0000-00-00 00:00:00	1
461	Wichita State	Wichita State	Shockers	wichitastate	Wichita State	Wichita State	66	NULL	Wichita, KS				000000	FFF380							0	0	0	70	0	0000-00-00 00:00:00	1
462	Winthrop	Winthrop	Eagles	winthrop	Winthrop	Winthrop	25	NULL	Rock Hill, SC				DAA520	B3005B							0	0	0	70	0	0000-00-00 00:00:00	1
463	Green Bay	Green Bay	Phoenix	greenbay	Wisconsin-Green Bay	Green Bay	67	NULL	Green Bay, WI				4F7942	FFFFFF	CE2029						0	0	0	70	0	0000-00-00 00:00:00	1
464	Milwaukee	Milwaukee	Panthers	milwaukee	Wisconsin-Milwaukee	Milwaukee	67	NULL	Milwaukee, WI				000000	FFD700							0	0	0	70	0	0000-00-00 00:00:00	1
465	Wright State	Wright State	Raiders	wrightstate	Wright State	Wright State	67	NULL	Fairborn, OH				215E21	FFD700							0	0	0	70	0	0000-00-00 00:00:00	1
466	Xavier	Xavier	Musketeers	xavier	Xavier	Xavier	62	NULL	Cincinnati, OH				003082	FFFFFF	767A7D						0	0	0	70	0	0000-00-00 00:00:00	1
467	Chaminade	Chaminade	Silver Swords	chaminade	Chaminade	Chaminade	83	NULL	Honolulu, HI												0	0	0	51	0	0000-00-00 00:00:00	1
468	Alaska Fairbanks	Alaska Fairbanks	Nanooks	alaskafairbanks	Alaska Fairbanks	Alaska Fairbanks	49	NULL	Fairbanks, AK				0000FF	FDD017							0	0	0	51	0	0000-00-00 00:00:00	1
469	Alaska-Anchorage	Alaska-Anchorage	Seawolves	alaskaanchorage	Alaska-Anchorage	Alaska-Anchorage	49	NULL	Anchorage, AK				008000	FBEC5D							0	0	0	51	0	0000-00-00 00:00:00	1
470	Bemidji State	Bemidji State	Beavers	bemidjistate	Bemidji State	Bemidji State	55	NULL	Bemidji, MN				000000	238E68	FFFFFF						0	0	0	51	0	0000-00-00 00:00:00	1
471	Alabama-Huntsville	Alabama-Huntsville	Chargers	alabamahuntsville	Alabama-Huntsville	Alabama-Huntsville	50	NULL	Huntsville, AL				4169E1	FFFFFF							0	0	0	51	0	0000-00-00 00:00:00	1
472	American International	American International	Yellow Jackets	americaninternational	American International	American International	54	NULL	Springfield, MA				FFE600	000000							0	0	0	51	0	0000-00-00 00:00:00	1
474	Bentley	Bentley	Falcons	bentley	Bentley	Bentley	54	NULL	Waltham, MA				EEC900	003F87							0	0	0	51	0	0000-00-00 00:00:00	1
475	Clarkson	Clarkson	Golden Knights	clarkson	Clarkson	Clarkson	84	NULL	Potsdam, NY												0	0	0	62	0	0000-00-00 00:00:00	1
476	Colorado College	Colorado College	Tigers	coloradocollege	Colorado College	Colorado College	86	NULL	Colorado Springs, CO				000000	FFD700							0	0	0	62	0	0000-00-00 00:00:00	1
477	Ferris State	Ferris State	Bulldogs	ferrisstate	Ferris St.	Ferris State	48	NULL	Big Rapids, MI				FFD700	DC143C							0	0	0	51	0	0000-00-00 00:00:00	1
478	Lake Superior State	Lake Superior State	Lakers	lakesuperiorstate	Lake Superior State	Lake Superior State	48	NULL	Sault Ste. Marie, MI				FCC200	4169E1							0	0	0	51	0	0000-00-00 00:00:00	1
479	UMass Lowell	UMass Lowell	River Hawks	umasslowell	UMass Lowell	UMass Lowell	54	NULL	Lowell, MA				333399	CC3333	FFFFFF						0	0	0	51	0	0000-00-00 00:00:00	1
480	Mercyhurst	Mercyhurst	Lakers	mercyhurst	Mercyhurst	Mercyhurst	56	NULL	Erie, PA				008000	FFFFFF	339999						0	0	0	51	0	0000-00-00 00:00:00	1
481	Merrimack	Merrimack	Warriors	merrimack	Merrimack	Merrimack	54	NULL	North Andover, MA				000080	FFD700	FFFFFF						0	0	0	51	0	0000-00-00 00:00:00	1
482	Michigan Tech	Michigan Tech	Huskies	michigantech	Michigan Tech	Michigan Tech	48	NULL	Houghton, MI				000000	FFD700							0	0	0	51	0	0000-00-00 00:00:00	1
483	Minnesota State-Mankato	Minnesota State-Mankato	Mavericks	minnesotastate-mankato	Minnesota State-Mankato	Minnesota State-Mankato	55	NULL	Mankato, MN				702963	FFD700							0	0	0	51	0	0000-00-00 00:00:00	1
484	Minnesota-Duluth	Minnesota-Duluth	Bulldogs	minnesota-duluth	Minnesota-Duluth	Minnesota-Duluth	55	NULL	Duluth, MN				800000	FFD700							0	0	0	51	0	0000-00-00 00:00:00	1
485	Nebraska-Omaha	Nebraska-Omaha	Mavericks	nebraska-omaha	Nebraska-Omaha	Nebraska-Omaha	53	NULL	Omaha, NE				DC143C	000000							0	0	0	51	0	0000-00-00 00:00:00	1
486	Northern Michigan	Northern Michigan	Wildcats	northernmichigan	Northern Michigan	Northern Michigan	48	NULL	Marquette, MI				FFD700	2E8B57							0	0	0	51	0	0000-00-00 00:00:00	1
487	Rensselaer Polytechnic Institute	RPI	Engineers	rensselaerpolytechnicinstitute	Rensselaer Polytechnic Institute	Rensselaer Polytechnic Institute	84	NULL	Troy, NY				DC143C	000000							0	0	0	62	0	0000-00-00 00:00:00	1
488	Rochester Institute of Technology	RIT	Tigers	rochesterinstituteoftechnology	Rochester Institute of Technology	Rochester Institute of Technology	51	NULL	Rochester, NY				FF8000	000000							0	0	0	62	0	0000-00-00 00:00:00	1
489	St. Lawrence	St. Lawrence	Saints	stlawrence	St. Lawrence	St. Lawrence	84	NULL	Canton, NY				FF2400	654321							0	0	0	62	0	0000-00-00 00:00:00	1
490	Union (NY)	Union	Dutchman	unionny	Union (NY)	Union (NY)	84	NULL	Schenectady, NY				8B0000	FFFFFF							0	0	0	62	0	0000-00-00 00:00:00	1
491	Northern Kentucky	Northern Kentucky	Norse	northernkentucky	Northern Kentucky	Northern Kentucky	87	NULL	Highland Heights, KY												0	0	0	51	0	0000-00-00 00:00:00	1
492	Findlay	Findlay	Oilers	findlay	Findlay	Findlay	48	NULL	Findlay, OH												0	0	0	51	0	0000-00-00 00:00:00	1
493	SUNY Maritime	SUNY Maritime	Privateers	sunymaritime	SUNY Maritime	SUNY Maritime	0	NULL	Throgs Neck, NY												0	0	0	62	0	0000-00-00 00:00:00	1
494	LeMoyne	LeMoyne	Dolphins	lemoyne	LeMoyne	LeMoyne	54	NULL	Syracuse, NY				2E8B57	FFFFFF	996515						0	0	0	51	0	0000-00-00 00:00:00	1
495	Kentucky State	Kentucky State	Thoroughbreds	kentuckystate	Kentucky State	Kentucky State	59	NULL	Frankfort, KY												0	0	0	51	0	0000-00-00 00:00:00	1
496	Claflin	Claflin	Panthers	claflin	Claflin	Claflin	59	NULL	Orangeburg, SC												0	0	0	51	0	0000-00-00 00:00:00	1
497	Tougaloo	Tougaloo	Bulldogs	tougaloo	Tougaloo	Tougaloo	51	NULL	Tougaloo, MS												0	0	0	61	0	0000-00-00 00:00:00	1
499	Regis	Regis	Rangers	regis	Regis	Regis	57	NULL	Denver, CO												0	0	0	51	0	0000-00-00 00:00:00	1
500	Hawai'i-Hilo	Hawai'i-Hilo	Vulcans	hawaiihilo	Hawai'i-Hilo	Hawai'i-Hilo	83	NULL	Hilo, HI												0	0	0	51	0	0000-00-00 00:00:00	1
502	Grand Valley State	Grand Valley State	Lakers	grandvalleystate	Grand Valley St.	Grand Valley State	48	NULL	Allendale, MI												0	0	0	51	0	0000-00-00 00:00:00	1
503	Hillsdale	Hillsdale	Chargers	hillsdale	Hillsdale	Hillsdale	48	NULL	Hillsdale, MI												0	0	0	51	0	0000-00-00 00:00:00	1
504	West Virginia State	West Virginia State	Yellow Jackets	westvirginiastate	West Virginia State	West Virginia State	60	NULL	Institute, WV												0	0	0	51	0	0000-00-00 00:00:00	1
505	Oklahoma City	Oklahoma City	Stars	oklahomacity	Oklahoma City	Oklahoma City	51	NULL	Oklahoma City, OK												0	0	0	61	0	0000-00-00 00:00:00	1
506	Montevallo	Montevallo	Falcons	montevallo	Montevallo	Montevallo	50	NULL	Montevallo, AL												0	0	0	51	0	0000-00-00 00:00:00	1
507	Paul Quinn	Paul Quinn	Tigers	paulquinn	Paul Quinn	Paul Quinn	51	NULL	Dallas, TX												0	0	0	61	0	0000-00-00 00:00:00	1
509	Wesley	Wesley	Warriors	wesley	Wesley	Wesley	51	NULL	Florence, MS												0	0	0	62	0	0000-00-00 00:00:00	1
510	West Alabama	West Alabama	Tigers	westalabama	West Alabama	West Alabama	50	NULL	Livingston, AL												0	0	0	51	0	0000-00-00 00:00:00	1
511	Talladega College	Talladega College	Tornados	talladegacollege	Talladega College	Talladega College	51	NULL	Talladega, AL												0	0	0	61	0	0000-00-00 00:00:00	1
512	Rockhurst	Rockhurst	Hawks	rockhurst	Rockhurst	Rockhurst	87	NULL	Kansas City, MO												0	0	0	51	0	0000-00-00 00:00:00	1
