sid	school_name	display_name	nickname	alias	almanac_name	stubhub_name	cid	division_cid	location	head_coach	off_coord	def_coord	primary_color	alt_color	sec_color	rss_query	domain	domain_title	ncaawiki_url	official_url	active_state	show_poster	school_id	ncaa_catid	checked_out	checked_out_time	published
855	Wilberforce	Wilberforce	Bulldogs	wilberforce	Wilberforce	Wilberforce	0	NULL	Wilberforce, OH												0	0	0	61	0	0000-00-00 00:00:00	1
856	Malone	Malone	Pioneers	malone	Malone	Malone	51	NULL	Canton, OH												0	0	0	61	0	0000-00-00 00:00:00	1
857	St. Francis (IL)	St. Francis (IL)	Fighting Saints	stfrancisil	St. Francis (IL)	St. Francis (IL)	0	NULL	Joilet, IL												0	0	0	61	0	0000-00-00 00:00:00	1
858	Robert Morris (Illinois)	Robert Morris (Illinois)	Eagles	robertmorrisil	Robert Morris (Illinois)	Robert Morris (Illinois)	0	NULL	Chicago, IL												0	0	0	61	0	0000-00-00 00:00:00	1
859	Trinity Western	Trinity Western	Spartans	trinitywestern	Trinity Western	Trinity Western	0	NULL	Langley, British Columbia, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
860	Wisconsin-Oshkosh	UW-Oshkosh	Titans	wisconsin-oshkosh	Wisconsin-Oshkosh	Wisconsin-Oshkosh	109	NULL	Oshkosh, WI												0	0	0	62	0	0000-00-00 00:00:00	1
861	Royal Millitary College	Royal Millitary College	Paladins	royalmillitarycollege	Royal Millitary College	Royal Millitary College	0	NULL	Kingston, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
862	Piedmont	Piedmont	Lions	piedmont	Piedmont	Piedmont	51	NULL	Demorest, GA												0	0	0	62	0	0000-00-00 00:00:00	1
863	Oklahoma Christian	Oklahoma Christian	Eagles	oklahomachristian	Oklahoma Christian	Oklahoma Christian	0	NULL	Oklahoma City, OK												0	0	0	61	0	0000-00-00 00:00:00	1
864	Concordia (Canada)	Concorida (Canada)	Stingers	concordiacanada	Concordia (Canada)	Concordia (Canada)	0	NULL	Montreal, Quebec, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
865	Georgetown College	Georgetown College	Tigers	georgetowncollege	Georgetown College	Georgetown College	0	NULL	Georgetown, KY												0	0	0	61	0	0000-00-00 00:00:00	1
866	Hope International	Hope International	Royals	hopeinternational	Hope International	Hope International	0	NULL	Fullerton, CA												0	0	0	61	0	0000-00-00 00:00:00	1
867	Keene State	Keene State	Owls	keenestate	Keene State	Keene State	0	NULL	Keene, NH												0	0	0	62	0	0000-00-00 00:00:00	1
868	Mary Washington	Mary Washington	Eagles	marywashington	Mary Washington	Mary Washington	51	NULL	Fredericksburg, VA												0	0	0	62	0	0000-00-00 00:00:00	1
869	Covenant	Covenant	Scots	covenantcollege	Covenant	Covenant	51	NULL	Lookout Mountain, GA												0	0	0	61	0	0000-00-00 00:00:00	1
870	Lubbock Christian	Lubbock Christian	Chaps	lubbockchristian	Lubbock Christian	Lubbock Christian	51	NULL	Lubbock, TX												0	0	0	61	0	0000-00-00 00:00:00	1
871	Madonna	Madonna	Crusaders	madonnauniversity	Madonna	Madonna	0	NULL	Livonia, MI												0	0	0	61	0	0000-00-00 00:00:00	1
872	Purdue North Central	Purdue North Central	Panthers	purduenorthcentral	Purdue North Central	Purdue North Central	0	NULL	Westville, IN												0	0	0	61	0	0000-00-00 00:00:00	1
873	Mount Marty	Mount Marty	Lancers	mountmarty	Mount Marty	Mount Marty	0	NULL	Yankton, SD												0	0	0	61	0	0000-00-00 00:00:00	1
874	Dana	Dana	Vikings	danacollege	Dana	Dana	0	NULL	Blair, NE												0	0	0	61	0	0000-00-00 00:00:00	1
875	Midland Lutheran	Midland Lutheran	Warriors	midlandlutheran	Midland Lutheran	Midland Lutheran	0	NULL	Fremont, NE												0	0	0	61	0	0000-00-00 00:00:00	1
876	Dillard	Dillard	Blue Devils	dillard	Dillard	Dillard	0	NULL	New Orelans, LA												0	0	0	61	0	0000-00-00 00:00:00	1
877	Bethel	Bethel	Royals	bethel	Bethel	Bethel	51	NULL	St. Paul, MN												0	0	0	62	0	0000-00-00 00:00:00	1
878	Mountain State	Mountain State	Cougars	mountainstate	Mountain State	Mountain State	0	NULL	Beckley, WV												0	0	0	61	0	0000-00-00 00:00:00	1
879	MacMurray	MacMurray	Highlanders	macmurray	MacMurray	MacMurray	0	NULL	Jacksonville, IL												0	0	0	51	0	0000-00-00 00:00:00	1
880	Hannibal-LaGrange	Hannibal-LaGrange	Trojans	hannibal-lagrange	Hannibal-LaGrange	Hannibal-LaGrange	0	NULL	Hannibal, MO												0	0	0	61	0	0000-00-00 00:00:00	1
881	Ottawa	Ottawa	Gee Gee's	ottawa	Ottawa	Ottawa	0	NULL	Ottawa Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
882	Philadelphia	Philadelphia	Rams	philadelphia	Philadelphia	Philadelphia	105	NULL	Philadelphia, PA												0	0	0	51	0	0000-00-00 00:00:00	1
883	Lindsey Wilson	Lindsey Wilson	Blue Raiders	lindseywilsoncollege	Lindsey Wilson	Lindsey Wilson	0	NULL	Columbia, KY												0	0	0	61	0	0000-00-00 00:00:00	1
884	Kean	Kean	Cougars	keanuniversity	Kean	Kean	0	NULL	Union, NJ												0	0	0	62	0	0000-00-00 00:00:00	1
885	Houghton	Houghton	Highlanders	houghton	Houghton	Houghton	0	NULL	Houghton College, NY												0	0	0	61	0	0000-00-00 00:00:00	1
886	Beloit	Beloit	Buccaneers	beloitcollege	Beloit	Beloit	0	NULL	Beloit, WI												0	0	0	62	0	0000-00-00 00:00:00	1
887	Illinois College	Illinois College	Blueboys	illinoiscollege	Illinois College	Illinois College	0	NULL	Jacksonville, IL												0	0	0	62	0	0000-00-00 00:00:00	1
888	St. Olaf	St. Olaf	Oles	stolaf	St. Olaf	St. Olaf	0	NULL	Northfield, MN												0	0	0	62	0	0000-00-00 00:00:00	1
889	Peru State	Peru State	Bobcats	perustate	Peru State	Peru State	0	NULL	Peru, NE												0	0	0	61	0	0000-00-00 00:00:00	1
890	Loyola New Orleans	Loyola New Orleans	Wolfpack	loyolaneworleans	Loyola New Orleans	Loyola New Orleans	0	NULL	New Orleans, LA												0	0	0	61	0	0000-00-00 00:00:00	1
891	Albertus Magnus	Albertus Magnus	Falcons	albertusmagnus	Albertus Magnus	Albertus Magnus	49	NULL	New Haven, CT												0	0	0	62	0	0000-00-00 00:00:00	1
892	Willamette	Willamette	Bearcats	willamette	Willamette	Willamette	0	NULL	Salem, OR												0	0	0	62	0	0000-00-00 00:00:00	1
893	Dakota State	Dakota State	Trojans	dakotastate	Dakota State	Dakota State	0	NULL	Madison, SD												0	0	0	61	0	0000-00-00 00:00:00	1
894	Cal State East Bay	Cal State East Bay	Pioneers	calstateeastbay	Cal State East Bay	Cal State East Bay	88	NULL	Hayward, CA												0	0	0	51	0	0000-00-00 00:00:00	1
895	Mid-America Christian	Mid-America Christian	Evangles	mid-americachristian	Mid-America Christian	Mid-America Christian	0	NULL	Oklahoma City, OK												0	0	0	61	0	0000-00-00 00:00:00	1
896	St. Norbert	St. Norbert	Green Knights	stnorbert	St. Norbert	St. Norbert	0	NULL	De Pere, WI												0	0	0	62	0	0000-00-00 00:00:00	1
897	Great Falls	Great Falls	Argos	greatfalls	Great Falls	Great Falls	0	NULL	Great Falls, MT												0	0	0	61	0	0000-00-00 00:00:00	1
898	Ave Maria	Ave Maria	Gyrenes	avemaria	Ave Maria	Ave Maria	0	NULL	Palm Beach, FL												0	0	0	61	0	0000-00-00 00:00:00	1
899	Palm Beach Atlantic	Palm Beach Atlantic	Sailfish	palmbeachatlantic	Palm Beach Atlantic	Palm Beach Atlantic	0	NULL	Palm Beach, FL												0	0	0	51	0	0000-00-00 00:00:00	1
900	Saskatchewan	Saskatchewan	Huskies	saskatchewan	Saskatchewan	Saskatchewan	0	NULL	Saskatoon, Saskatchewan, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
901	Valley City State	Valley City State	Vikings	valleycitystate	Valley City State	Valley City State	0	NULL	Valley City State, SD												0	0	0	61	0	0000-00-00 00:00:00	1
902	Northern New Mexico	Northern New Mexico	Eagles	northernnewmexico	Northern New Mexico	Northern New Mexico	0	NULL	Espanola, NM												0	0	0	61	0	0000-00-00 00:00:00	1
903	Montana State Northern	MSU Northern	Lights	msunorthern	MSU Northern	Montana State Northern	0	NULL	Havre, MT												0	0	0	61	0	0000-00-00 00:00:00	1
904	Catholic	Catholic	Cardinals	catholic	Catholic	Catholic	0	NULL	Washington, DC												0	0	0	51	0	0000-00-00 00:00:00	1
905	Millsaps	Millsaps	Majors	millsaps	Millsaps	Millsaps	86	NULL	Jackson, MS												0	0	0	62	0	0000-00-00 00:00:00	1
906	UC Santa Cruz	UC Santa Cruz	Banana Slugs	ucsantacruz	UC Santa Cruz	UC Santa Cruz	0	NULL	Santa Cruz, CA												0	0	0	62	0	0000-00-00 00:00:00	1
907	Cal Lutheran	Cal Lutheran	Kingsmen	Cal Lutheran	Cal Lutheran	Cal Lutheran	0	NULL	Thousand Oaks, CA												0	0	0	62	0	0000-00-00 00:00:00	1
908	Berry	Berry	Vikings	berry	Berry	Berry	0	NULL	Mount Berry, GA												0	0	0	61	0	0000-00-00 00:00:00	1
909	Occidental	Occidental	Tigers	occidental	Occidental	Occidental	0	NULL	Los Angeles, CA												0	0	0	62	0	0000-00-00 00:00:00	1
910	Case Western Reserve	Case Western Reserve	Spartans	casewesternreserve	Case Western Reserve	Case Western Reserve	0	NULL	Cleveland, OH												0	0	0	62	0	0000-00-00 00:00:00	1
911	Fresno Pacific	Fresno Pacific	Sunbirds	fresnopacific	Fresno Pacific	Fresno Pacific	0	NULL	Fresno, CA												0	0	0	61	0	0000-00-00 00:00:00	1
912	Salisbury	Salisbury	Sea Gulls	salisbury	Salisbury	Salisbury	0	NULL	Salisbury, MS												0	0	0	62	0	0000-00-00 00:00:00	1
913	Stevenson	Stevenson	Mustangs	stevenson	Stevenson	Stevenson	0	NULL	Balitmore, MD												0	0	0	62	0	0000-00-00 00:00:00	1
914	Whitman	Whitman	Missionaries	whitman	Whitman	Whitman	0	NULL	Walla Walla, WS												0	0	0	62	0	0000-00-00 00:00:00	1
915	Walla Walla	Walla Walla	Wolves	wallawalla	Walla Walla	Walla Walla	0	NULL	College Place, WA												0	0	0	51	0	0000-00-00 00:00:00	1
916	William Jessup	William Jessup	Warriors	williamjessup	William Jessup	William Jessup	0	NULL	Rocklin, CA												0	0	0	61	0	0000-00-00 00:00:00	1
917	Barber-Scotia	Barber-Scotia	Mighty Sabers	barber-scotia	Barber-Scotia	Barber-Scotia	0	NULL	Concord, NC												0	0	0	62	0	0000-00-00 00:00:00	1
918	Hampden-Sydney	Hampden-Sydney	Tigers	hampden-sydney	Hampden-Sydney	Hampden-Sydney	0	NULL	Hampden-Sydney, VA												0	0	0	62	0	0000-00-00 00:00:00	1
919	Northwest Nazarene	Northwest Nazarene	Crusaders	northwestnazarene	Northwest Nazarene	Northwest Nazarene	49	NULL	Napa, ID												0	0	0	51	0	0000-00-00 00:00:00	1
920	Westminster	Westminster	Griffins	westminster	Westminster	Westminster	0	NULL	Salt Lake City, UT												0	0	0	61	0	0000-00-00 00:00:00	1
921	Rhodes	Rhodes	Lynx	rhodes	Rhodes	Rhodes	86	NULL	Memphis, TN				CC0001	000000							0	0	0	62	0	0000-00-00 00:00:00	1
922	King College	King College	Lions	kingcollege	King College	King College	0	NULL	Wilkes-Barre, PA												0	0	0	62	0	0000-00-00 00:00:00	1
923	Cumberlands	Cumberlands	Patriots	cumberlands	Cumberlands	Cumberlands	0	NULL	Williamsburg, KY												0	0	0	61	0	0000-00-00 00:00:00	1
924	Wittenberg	Wittenberg	Tigers	wittenberg	Wittenberg	Wittenberg	0	NULL	Springfield, OH												0	0	0	62	0	0000-00-00 00:00:00	1
925	Rio Grande	Rio Grande	Red Storm	riogrande	Rio Grande	Rio Grande	0	NULL	Rio Grande, OH												0	0	0	61	0	0000-00-00 00:00:00	1
926	Voorhees	Voorhees	Tigers	voorhees	Voorhees	Voorhees	0	NULL	Denmark, SC												0	0	0	61	0	0000-00-00 00:00:00	1
927	Bridgewater	Bridgewater	Eagles	bridgewater	Bridgewater	Bridgewater	0	NULL	Bridgewater, VA												0	0	0	62	0	0000-00-00 00:00:00	1
928	Cornell College	Cornell College	Rams	cornellcollege	Cornell College	Cornell College	0	NULL	Mount Vernon, IA												0	0	0	62	0	0000-00-00 00:00:00	1
929	Allen University	Allen University	Yellow Jackets	Allen University	Allen University	Allen University	0	NULL	Columbia, SC												0	0	0	61	0	0000-00-00 00:00:00	1
930	Lee University	Lee University	Flames	leeuniversity	Lee University	Lee University	0	NULL	Cleveland, TN												0	0	0	61	0	0000-00-00 00:00:00	1
931	Indiana-Southeast	IU-Southeast	Grenadiers	iusoutheast	IU-Southeast	Indiana-Southeast	0	NULL	New Albany, IN												0	0	0	61	0	0000-00-00 00:00:00	1
932	Ecclesia	Ecclesia	Royals	ecclesia	Ecclesia	Ecclesia	0	NULL	Springdale, AR												0	0	0	61	0	0000-00-00 00:00:00	1
933	Wiley	Wiley	Wildcats	wiley	Wiley	Wiley	0	NULL	Marshall, TX												0	0	0	61	0	0000-00-00 00:00:00	1
934	Hendrix	Hendrix	Warriors	hendrix	Hendrix	Hendrix	86	NULL	Conway, AR												0	0	0	62	0	0000-00-00 00:00:00	1
935	Virginia Intermont	Virginia Intermont	Cobras	virginiaintermont	Virginia Intermont	Virginia Intermont	0	NULL	Bristol, VA												0	0	0	61	0	0000-00-00 00:00:00	1
936	Concordia-Moorhead	Concordia-Moorhead	Cobbers	concordiacollege-moorhead	Concordia-Moorhead	Concordia-Moorhead	0	NULL	Moorhead, MN												0	0	0	62	0	0000-00-00 00:00:00	1
937	Minot State	Minot State	Beavers	minotstate	Minot State	Minot State	0	NULL	Minot, ND												0	0	0	51	0	0000-00-00 00:00:00	1
938	Dickinson State	Dickinson State	Blue Hawks	dickinsonstate	Dickinson State	Dickinson State	0	NULL	Dickinson, ND												0	0	0	61	0	0000-00-00 00:00:00	1
939	Atlanta Christian	Atlanta Christian	Chargers	atlantachristian	Atlanta Christian	Atlanta Christian	0	NULL	Atlanta, GA												0	0	0	138	0	0000-00-00 00:00:00	1
940	Ferrum	Ferrum	Panthers	ferrum	Ferrum	Ferrum	0	NULL	Ferrum, Virginia 												0	0	0	62	0	0000-00-00 00:00:00	1
941	Dallas Diesel	Dallas Diesel		dallassiesel	Dallas Diesel	Dallas Diesel	0	NULL	Dallas, TX												0	0	0	105	0	0000-00-00 00:00:00	1
942	Schreiner	Schreiner	Mountaineers	schreiner	Schreiner	Schreiner	0	NULL	Kerrville, TX												0	0	0	62	0	0000-00-00 00:00:00	1
943	Vassar	Vassar	Brewers	vassar	Vassar	Vassar	84	NULL	Poughkeepsie, NY												0	0	0	62	0	0000-00-00 00:00:00	1
944	Taylor	Taylor	Trojans	taylor	Taylor		0	NULL	Upland, IN												0	0	0	61	0	0000-00-00 00:00:00	1
945	Manchester	Manchester	Spartans	manchester	Manchester	Manchester	0	NULL	North Manchester, IN												0	0	0	62	0	0000-00-00 00:00:00	1
946	Rocky Mountain College	Rocky Mountain College	Battlin' Bears	rockymountaincollege	Rocky Mountain College	Rocky Mountain College	0	NULL	Billings, MT												0	0	0	61	0	0000-00-00 00:00:00	1
947	Kalamazoo College	Kalamazoo College	Hornets	kalamazoocollege	Kalamazoo College	Kalamazoo College	0	NULL	Kalamazoo, MI												0	0	0	62	0	0000-00-00 00:00:00	1
948	Spring Arbor	Spring Arbor	Cougars	springarbor	Spring Arbor	Spring Arbor	0	NULL	Spring Arbor, MI												0	0	0	61	0	0000-00-00 00:00:00	1
949	Virginia-Wise	UVA-Wise	Cavaliers	virginia-wise	Virginia-Wise	Virginia-Wise	0	NULL	Wise, VA												0	0	0	61	0	0000-00-00 00:00:00	1
950	Grace College	Grace College	Lancers	gracecollege	Grace College	Grace College	0	NULL	Winona Lake, IN												0	0	0	61	0	0000-00-00 00:00:00	1
951	Aurora	Aurora	Spartans	aurora	Aurora	Aurora	0	NULL	Aurora, IL												0	0	0	62	0	0000-00-00 00:00:00	1
952	Hiram	Hiram	Terriers	hiram	Hiram	Hiram	0	NULL	Hiram, OH												0	0	0	62	0	0000-00-00 00:00:00	1
953	Geneva	Geneva	Golden Tornadoes	geneva	Geneva	Geneva	0	NULL	Beaver Falls, PA												0	0	0	138	0	0000-00-00 00:00:00	1
954	Hoosier Lady Stars	Hoosier Lady Stars		hoosierladystars	Hoosier Lady Stars	Hoosier Lady Stars	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
955	Auburn Montgomery	Auburn Montgomery	Senators	auburnmontgomery	Auburn Montgomery	Auburn Montgomery	0	NULL	Montgomery, AL												0	0	0	61	0	0000-00-00 00:00:00	1
956	Hobart	Hobart	Statesmen	hobart	Hobart	Hobart	84	NULL	Geneva, NY				002FA7	FF7F00							0	0	0	62	0	0000-00-00 00:00:00	1
957	John Hopkins	John Hopkins	Blue Jays	johnhopkins	John Hopkins	John Hopkins	0	NULL	Baltimore, MD				75B2DD	000000							0	0	0	62	0	0000-00-00 00:00:00	1
958	St. Francis Xavier	St. Francis Xavier	X-Men	stfrancisxavier	St. Francis Xavier	St. Francis Xavier	0	NULL	Antigonish, Nova Scotia, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
959	Pfeiffer	Pfeiffer	Falcons	pfeiffer	Pfeiffer	Pfeiffer	89	NULL	Misenheimer, NC												0	0	0	51	0	0000-00-00 00:00:00	1
960	Aquinas College	Aquinas College	Saints	aquinascollege	Aquinas College	Aquinas College	0	NULL	Grand Rapids, MI												0	0	0	61	0	0000-00-00 00:00:00	1
961	Frostburg State	Frostburg State	Bobcats	frostburgstate	Frostburg State	Frostburg State	0	NULL	Frostburg, MD												0	0	0	62	0	0000-00-00 00:00:00	1
962	SUNY New Paltz	SUNY New Paltz	Hawks	suny-newpaltz	SUNY New Paltz	SUNY New Paltz	0	NULL	New Paltz, NY												0	0	0	62	0	0000-00-00 00:00:00	1
963	Mount Saint Vincent	Mount Saint Vincent	Dolphins	mountsaintvincent	Mount Saint Vincent	Mount Saint Vincent	0	NULL	Riverdale, NY												0	0	0	62	0	0000-00-00 00:00:00	1
964	Waseda 	Waseda	Bears	wasedauniversity	Waseda	Waseda	0	NULL	Tokyo, Japan												0	0	0	105	0	0000-00-00 00:00:00	1
965	Huntington	Huntington	Foresters	huntington	Huntington	Huntington	0	NULL	Huntington, IN												0	0	0	61	0	0000-00-00 00:00:00	1
966	Denison	Denison	Big Red	denison	Denison	Denison	0	NULL	Granville, OH												0	0	0	62	0	0000-00-00 00:00:00	1
967	Washington College	Washington College	Shoremen	washingtoncollege	Washington College	Washington College	0	NULL	Chestertown, MD												0	0	0	62	0	0000-00-00 00:00:00	1
968	West Virginia Tech	West Virginia Tech	Golden Bears	westvirginiatech	West Virginia Tech	West Virginia Tech	0	NULL	Montgomery, WV												0	0	0	61	0	0000-00-00 00:00:00	1
969	Maine-Presque Isle	UM-Presque Isle	Owls	maine-presqueisle	Maine-Presque Isle	Maine-Presque Isle	0	NULL	Presque Isle, ME												0	0	0	61	0	0000-00-00 00:00:00	1
970	Union (TN)	Union	Bulldogs	union-tn	Union (TN)	Union (TN)	0	NULL	Jackson, TN												0	0	0	61	0	0000-00-00 00:00:00	1
971	Reinhardt	Reinhardt	Eagles	reinhardt	Reinhardt	Reinhardt	0	NULL	Waleska, GA												0	0	0	61	0	0000-00-00 00:00:00	1
972	Brewton-Parker	Brewton-Parker	Barons	brewton-parker	Brewton-Parker	Brewton-Parker	0	NULL	Mount Vernon, GA												0	0	0	61	0	0000-00-00 00:00:00	1
973	Concordia (MI)	Concordia (MI)	Cardinals	concordia-mi	Concordia (MI)	Concordia (MI)	0	NULL	Ann Arbor, MI												0	0	0	61	0	0000-00-00 00:00:00	1
974	Davenport	Davenport	Panthers	davenport	Davenport	Davenport	0	NULL	Grand Rapids, MI												0	0	0	61	0	0000-00-00 00:00:00	1
975	Point Loma Nazarene	Point Loma Nazarene	Sea Lions	pointlomanazarene	Point Loma Nazarene	Point Loma Nazarene	0	NULL	San Diego, CA												0	0	0	61	0	0000-00-00 00:00:00	1
976	Ramapo	Ramapo	Roadrunners	ramapo	Ramapo	Ramapo	0	NULL	Ramapo, NJ												0	0	0	62	0	0000-00-00 00:00:00	1
977	Ithaca	Ithaca	Bombers	ithaca	Ithaca	Ithaca	0	NULL	Ithaca, NY												0	0	0	62	0	0000-00-00 00:00:00	1
978	Penn State Behrend	Penn State Behrend	Lions	pennstatebehrend	Penn State Behrend	Penn State Behrend	0	NULL	Erie, PA												0	0	0	62	0	0000-00-00 00:00:00	1
979	LSU-Shreveport	LSU-Shreveport	Pilots	lsu-shreveport	LSU-Shreveport	LSU-Shreveport	0	NULL	Shreveport, LA												0	0	0	61	0	0000-00-00 00:00:00	1
980	East Texas Baptist	East Texas Baptist	Tigers	easttexasbaptist	East Texas Baptist	East Texas Baptist	0	NULL	Marshall, TX												0	0	0	62	0	0000-00-00 00:00:00	1
981	Rhode Island College	Rhode Island College	Anchorman	rhodeislandcollege	Rhode Island College	Rhode Island College	0	NULL	Providence, RI												0	0	0	62	0	0000-00-00 00:00:00	1
982	Evergreen State	Evergreen State	Geoducks	evergreenstate	Evergreen State	Evergreen State	0	NULL	Olympia, WA												0	0	0	61	0	0000-00-00 00:00:00	1
983	Jarvis Christian	Jarvis Christian	Bulldogs	jarvischristian	Jarvis Christian	Jarvis Christian	0	NULL	Hawkins, TX												0	0	0	61	0	0000-00-00 00:00:00	1
984	St. Ambrose	St. Ambrose	Fighting Bees	stambrose	St. Ambrose	St. Ambrose	0	NULL	Davenport, IA												0	0	0	61	0	0000-00-00 00:00:00	1
985	Rikkyo University	Rikkyo University		rikkyouniversity	Rikkyo University	Rikkyo University	0	NULL	Toshima, Tokyo, Japan												0	0	0	105	0	0000-00-00 00:00:00	1
986	University of Dubuque	University of Dubuque	Spartans	universityofdubuque	University of Dubuque	University of Dubuque	0	NULL	Dubuque, IA												0	0	0	61	0	0000-00-00 00:00:00	1
987	Central Baptist	Central Baptist	Mustangs	centralbaptist	Central Baptist	Central Baptist	0	NULL	Conway, AR												0	0	0	138	0	0000-00-00 00:00:00	1
988	University of the Ozarks	University of the Ozarks	Eagles	universityoftheozarks	University of the Ozarks	University of the Ozarks	0	NULL	Clarksville, AR												0	0	0	62	0	0000-00-00 00:00:00	1
989	Carver Bible College	Carver Bible College	Cougars	carverbiblecollege	Carver Bible College	Carver Bible College	0	NULL	SW Atlanta, GA												0	0	0	138	0	0000-00-00 00:00:00	1
990	DePauw	DePauw	Tigers	depauw	DePauw	DePauw	86	NULL	New Castle, IN												0	0	0	62	0	0000-00-00 00:00:00	1
991	Wisconsin-Stevens Point	UW-Stevens Point	Pointers	wisconsin-stevenspoint	Wisconsin-Stevens Point	Wisconsin-Stevens Point	109	NULL	Stevens Point, WI												0	0	0	62	0	0000-00-00 00:00:00	1
992	Suffolk	Suffolk	Rams	suffolk	Suffolk	Suffolk	0	NULL	Boston, MA												0	0	0	62	0	0000-00-00 00:00:00	1
993	Warner Pacific	Warner Pacific	Knights	warnerpacific	Warner Pacific	Warner Pacific	0	NULL	Portland, OR												0	0	0	61	0	0000-00-00 00:00:00	1
994	Southeastern	Southeastern	Fire	southeastern	Southeastern	Southeastern	0	NULL	Lakeland, FL												0	0	0	61	0	0000-00-00 00:00:00	1
995	Northwest Christian	Northwest Christian	Beacons	northwestchristian	Northwest Christian	Northwest Christian	0	NULL	Eugene, OR												0	0	0	61	0	0000-00-00 00:00:00	1
996	Hope College	Hope College	Flying Dutchman	hopecollege	Hope College	Hope College	0	NULL	Holland, MI												0	0	0	62	0	0000-00-00 00:00:00	1
997	Alma	Alma	Scots	alma	Alma	Alma	0	NULL	Alma, MI												0	0	0	62	0	0000-00-00 00:00:00	1
998	Bethel College	Bethel College	Threshers	bethelcollege	Bethel College	Bethel College	0	NULL	North Newtown, KS												0	0	0	61	0	0000-00-00 00:00:00	1
999	Wabash	Wabash	Little Giants	wabash	Wabash	Wabash	0	NULL	Crawfordsville, IN												0	0	0	62	0	0000-00-00 00:00:00	1
1000	University of Saint Francis	University of Saint Francis	Cougars	universityofsaintfrancis	University of Saint Francis	University of Saint Francis	0	NULL	Ft. Wayne, IN												0	0	0	61	0	0000-00-00 00:00:00	1
1001	Florida Christian	Florida Christian	Suns	floridachristian	Florida Christian	Florida Christian	0	NULL	Kissimmee, FL												0	0	0	61	0	0000-00-00 00:00:00	1
1002	Missouri Valley	Missouri Valley	Vikings	missourivalley	Missouri Valley	Missouri Valley	0	NULL	Marshall, MO												0	0	0	61	0	0000-00-00 00:00:00	1
1003	Kenyon College	Kenyon College	Lords	kenyoncollege	Kenyon College	Kenyon College	0	NULL	Gambier, OH												0	0	0	62	0	0000-00-00 00:00:00	1
1004	University of Science and Arts (OK)	University of Science and Arts (OK)	Drovers	universityofscienceandartsok	University of Science and Arts (OK)	University of Science and Arts (OK)	0	NULL	Chickasha, OK												0	0	0	61	0	0000-00-00 00:00:00	1
1005	Howard Payne	Howard Payne	Yellow Jackets	howardpayne	Howard Payne	Howard Payne	0	NULL	Brownwood, TX												0	0	0	62	0	0000-00-00 00:00:00	1
1006	Texas Wesleyan	Texas Wesleyan	Rams	texaswesleyan	Texas Wesleyan	Texas Wesleyan	0	NULL	Ft. Worth, TX												0	0	0	61	0	0000-00-00 00:00:00	1
1007	Texas-Dallas	UT Dallas	Comets	texasdallas	Texas-Dallas	Texas-Dallas	0	NULL	Dallas, TX												0	0	0	62	0	0000-00-00 00:00:00	1
1008	Texas Lutheran	Texas Lutheran	Bulldogs	texaslutheran	Texas Lutheran	Texas Lutheran	0	NULL	Seguin, TX												0	0	0	62	0	0000-00-00 00:00:00	1
1009	McMurry	McMurry	Indians	mcmurry	McMurry	McMurry	0	NULL	Abilene, TX												0	0	0	62	0	0000-00-00 00:00:00	1
1010	Le Tourneau	Le Tourneau	Yellow Jackets	letourneau	Le Tourneau	Le Tourneau	0	NULL	Longview, TX												0	0	0	62	0	0000-00-00 00:00:00	1
1011	College of Idaho	College of Idaho	Coyotes	collegeofidaho	College of Idaho	College of Idaho	0	NULL	Caldwell, ID												0	0	0	61	0	0000-00-00 00:00:00	1
1012	Southern Nazarene	Southern Nazarene	Crimson Storm	southernnazarene	Southern Nazarene	Southern Nazarene	58	NULL	Bethany, OK												0	0	0	61	0	0000-00-00 00:00:00	1
1013	St. Joseph's (NY)	St. Joseph's (NY)	Bears	stjosephsny	St. Joseph's (NY)	St. Joseph's (NY)	0	NULL	Brooklyn, NY												0	0	0	62	0	0000-00-00 00:00:00	1
1014	SUNY Cobleskill	SUNY Cobleskill	Fighting Tigers	suny-cobleskill	SUNY Cobleskill	SUNY Cobleskill	0	NULL	Cobleskill, NY												0	0	0	62	0	0000-00-00 00:00:00	1
1015	NYU-Poly	NYU-Poly	Fighting Blue Jays	nyu-poly	NYU-Poly	NYU-Poly	0	NULL	Brooklyn, NY												0	0	0	62	0	0000-00-00 00:00:00	1
1016	Holy Names	Holy Names	Hawks	holynames	Holy Names	Holy Names	0	NULL	Oakland, CA												0	0	0	61	0	0000-00-00 00:00:00	1
1017	Concordia-Chicago	Concordia-Chicago	Cougars	concordia-chicago	Concordia-Chicago	Concordia-Chicago	0	NULL	River Forest, IL												0	0	0	62	0	0000-00-00 00:00:00	1
1018	Trinity International	Trinity International	Trojans	trinityinternational	Trinity International	Trinity International	0	NULL	Deerfield, IL												0	0	0	61	0	0000-00-00 00:00:00	1
